event_time,shopper_id,seller_id,product_id,event_type,quantity,price,is_promo,device_type,region
2024-01-19 02:22:00,shop_21,seller_5,prod_41,view,1,97.73,1,mobile,West
2024-03-06 04:10:00,shop_161,seller_5,prod_20,view,1,134.0,0,mobile,East
2024-02-29 03:41:00,shop_58,seller_5,prod_9,add_to_cart,1,66.8,0,desktop,West
2024-03-04 20:04:00,shop_22,seller_4,prod_57,view,2,97.26,0,desktop,West
2024-02-19 14:26:00,shop_89,seller_8,prod_75,add_to_cart,2,88.08,0,tablet,South
2024-02-08 04:27:00,shop_49,seller_3,prod_17,view,3,100.13,0,mobile,West
2024-01-21 01:33:00,shop_59,seller_4,prod_78,view,3,100.89,0,tablet,East
2024-02-10 21:18:00,shop_170,seller_1,prod_82,view,1,88.63,0,desktop,West
2024-02-23 15:16:00,shop_188,seller_7,prod_18,view,1,98.4,0,tablet,North
2024-01-26 07:43:00,shop_15,seller_1,prod_63,add_to_cart,2,99.51,1,tablet,South
2024-03-14 16:13:00,shop_190,seller_2,prod_72,view,1,78.24,1,mobile,North
2024-03-20 03:00:00,shop_190,seller_7,prod_93,add_to_cart,1,142.18,0,tablet,West
2024-01-01 14:11:00,shop_175,seller_1,prod_72,view,2,96.84,0,mobile,West
2024-03-10 01:38:00,shop_190,seller_3,prod_26,view,3,135.0,0,mobile,East
2024-03-14 08:20:00,shop_51,seller_6,prod_92,view,2,114.25,0,tablet,North
2024-01-15 12:46:00,shop_108,seller_6,prod_72,view,1,99.51,1,mobile,North
2024-03-04 13:06:00,shop_55,seller_6,prod_84,view,1,91.44,1,tablet,South
2024-02-08 11:12:00,shop_64,seller_2,prod_72,view,1,104.84,1,tablet,East
2024-01-31 23:17:00,shop_131,seller_2,prod_78,purchase,1,60.55,0,mobile,East
2024-01-26 07:01:00,shop_51,seller_6,prod_13,view,1,69.09,1,mobile,South
2024-01-15 03:39:00,shop_135,seller_5,prod_17,view,1,83.45,0,tablet,West
2024-01-20 14:21:00,shop_21,seller_7,prod_26,view,2,71.36,1,tablet,North
2024-03-28 03:03:00,shop_73,seller_7,prod_6,view,1,98.87,0,mobile,West
2024-03-10 11:52:00,shop_167,seller_5,prod_81,add_to_cart,3,100.87,0,desktop,East
2024-01-31 15:18:00,shop_18,seller_8,prod_4,view,1,135.71,0,desktop,South
2024-01-10 07:16:00,shop_132,seller_6,prod_89,view,1,106.63,1,mobile,East
2024-01-09 10:36:00,shop_89,seller_5,prod_7,view,2,102.71,0,mobile,East
2024-02-04 13:57:00,shop_60,seller_4,prod_17,view,3,102.21,0,tablet,South
2024-01-09 19:16:00,shop_14,seller_7,prod_86,view,3,104.58,0,desktop,South
2024-02-02 16:12:00,shop_9,seller_4,prod_92,view,1,92.15,0,tablet,East
2024-03-18 03:22:00,shop_90,seller_5,prod_50,view,3,95.95,0,desktop,North
2024-02-01 07:22:00,shop_53,seller_5,prod_6,view,2,83.0,0,tablet,East
2024-02-24 22:51:00,shop_130,seller_1,prod_30,add_to_cart,1,64.86,1,tablet,West
2024-01-25 01:51:00,shop_84,seller_1,prod_74,view,1,91.14,0,desktop,South
2024-03-14 11:11:00,shop_92,seller_3,prod_56,view,1,105.0,0,tablet,South
2024-01-04 22:55:00,shop_111,seller_3,prod_39,view,1,121.02,0,desktop,West
2024-03-07 10:07:00,shop_188,seller_2,prod_14,view,1,93.05,0,desktop,North
2024-02-11 19:37:00,shop_199,seller_2,prod_54,view,1,80.37,1,tablet,East
2024-02-18 19:24:00,shop_172,seller_6,prod_22,add_to_cart,1,99.79,1,tablet,West
2024-01-12 08:41:00,shop_8,seller_1,prod_57,view,1,83.44,0,desktop,West
2024-03-29 13:48:00,shop_175,seller_6,prod_41,view,1,72.66,0,tablet,East
2024-03-24 22:47:00,shop_35,seller_5,prod_90,view,1,77.72,0,mobile,North
2024-02-04 10:55:00,shop_81,seller_6,prod_10,view,1,104.07,0,desktop,East
2024-01-08 04:08:00,shop_164,seller_5,prod_2,add_to_cart,1,103.99,0,tablet,West
2024-02-20 05:57:00,shop_50,seller_7,prod_67,view,1,111.15,0,desktop,South
2024-01-27 16:27:00,shop_104,seller_1,prod_48,view,1,104.77,0,desktop,West
2024-03-16 11:51:00,shop_132,seller_3,prod_42,add_to_cart,2,123.65,0,mobile,South
2024-02-27 05:17:00,shop_2,seller_6,prod_11,add_to_cart,1,130.75,1,tablet,East
2024-02-26 07:10:00,shop_134,seller_1,prod_74,add_to_cart,3,112.68,0,tablet,North
2024-03-21 14:17:00,shop_54,seller_7,prod_12,view,1,87.17,0,mobile,West
2024-03-19 10:25:00,shop_106,seller_4,prod_14,view,1,106.88,0,mobile,West
2024-02-02 22:00:00,shop_4,seller_3,prod_30,view,2,93.21,0,mobile,East
2024-02-22 13:14:00,shop_54,seller_9,prod_60,view,1,104.66,0,mobile,East
2024-01-18 12:03:00,shop_191,seller_1,prod_77,view,1,98.83,0,desktop,East
2024-03-05 03:09:00,shop_146,seller_8,prod_30,add_to_cart,2,98.05,1,mobile,West
2024-01-07 07:56:00,shop_44,seller_1,prod_38,view,1,105.43,1,desktop,East
2024-01-05 04:06:00,shop_162,seller_5,prod_75,view,1,137.39,0,tablet,East
2024-03-01 04:33:00,shop_190,seller_8,prod_65,view,1,112.45,0,tablet,East
2024-01-21 17:51:00,shop_14,seller_6,prod_91,view,1,103.6,1,mobile,East
2024-03-11 08:47:00,shop_95,seller_7,prod_47,view,1,101.06,1,tablet,South
2024-01-27 08:10:00,shop_48,seller_8,prod_39,add_to_cart,1,126.94,1,desktop,South
2024-03-30 16:14:00,shop_15,seller_6,prod_49,add_to_cart,1,83.2,0,tablet,South
2024-01-08 06:18:00,shop_200,seller_6,prod_73,view,1,113.19,1,tablet,West
2024-03-18 20:28:00,shop_190,seller_6,prod_58,add_to_cart,1,151.85,0,mobile,West
2024-01-22 04:32:00,shop_40,seller_5,prod_90,view,2,108.84,1,mobile,South
2024-03-19 20:51:00,shop_82,seller_8,prod_89,view,1,87.75,0,desktop,East
2024-01-10 04:38:00,shop_111,seller_2,prod_17,view,3,80.25,1,desktop,West
2024-02-04 14:23:00,shop_53,seller_7,prod_6,view,1,94.54,0,mobile,West
2024-01-26 07:14:00,shop_24,seller_4,prod_15,purchase,1,121.72,1,tablet,East
2024-02-11 06:29:00,shop_154,seller_1,prod_67,view,1,116.62,1,desktop,South
2024-02-27 20:40:00,shop_188,seller_5,prod_95,view,2,95.8,0,desktop,North
2024-03-16 22:08:00,shop_124,seller_3,prod_28,add_to_cart,1,117.78,0,desktop,East
2024-02-03 04:59:00,shop_41,seller_4,prod_73,view,2,121.22,0,mobile,North
2024-01-15 19:19:00,shop_157,seller_7,prod_44,view,2,101.64,0,mobile,East
2024-02-03 16:40:00,shop_15,seller_5,prod_18,view,1,89.41,0,desktop,South
2024-02-02 08:06:00,shop_45,seller_4,prod_32,view,2,144.4,0,tablet,North
2024-01-20 01:40:00,shop_65,seller_1,prod_83,view,1,71.73,0,mobile,North
2024-03-02 00:01:00,shop_89,seller_6,prod_69,purchase,1,103.71,0,desktop,West
2024-01-25 07:13:00,shop_71,seller_6,prod_44,view,1,93.72,1,desktop,North
2024-03-04 21:08:00,shop_9,seller_7,prod_70,view,2,111.62,0,desktop,West
2024-03-26 06:09:00,shop_88,seller_1,prod_63,view,1,108.55,0,tablet,West
2024-03-03 05:13:00,shop_129,seller_4,prod_76,view,2,85.23,0,tablet,North
2024-02-28 23:39:00,shop_136,seller_9,prod_58,add_to_cart,2,85.27,0,desktop,West
2024-01-07 11:58:00,shop_63,seller_6,prod_47,add_to_cart,1,98.95,0,desktop,North
2024-02-25 10:40:00,shop_139,seller_2,prod_17,view,1,121.13,0,desktop,West
2024-02-27 19:07:00,shop_81,seller_4,prod_39,view,1,88.49,0,desktop,East
2024-01-16 13:51:00,shop_136,seller_6,prod_59,add_to_cart,1,93.84,0,tablet,South
2024-02-18 14:50:00,shop_163,seller_4,prod_7,view,3,108.85,0,mobile,West
2024-03-07 08:48:00,shop_163,seller_7,prod_63,view,1,129.24,1,tablet,South
2024-01-23 06:47:00,shop_33,seller_3,prod_57,view,3,104.87,1,mobile,North
2024-01-15 20:57:00,shop_123,seller_6,prod_75,view,1,59.54,0,mobile,East
2024-02-12 01:49:00,shop_5,seller_4,prod_34,view,3,71.26,0,tablet,North
2024-02-04 12:55:00,shop_41,seller_3,prod_53,view,1,79.76,0,mobile,West
2024-01-25 13:42:00,shop_28,seller_3,prod_66,view,1,76.8,0,tablet,South
2024-03-25 05:32:00,shop_135,seller_2,prod_78,view,1,127.73,0,desktop,West
2024-02-28 06:06:00,shop_72,seller_3,prod_82,view,1,103.38,0,desktop,West
2024-03-03 15:18:00,shop_12,seller_1,prod_48,view,1,119.0,1,tablet,South
2024-02-20 16:40:00,shop_162,seller_3,prod_60,add_to_cart,1,94.43,0,desktop,North
2024-01-20 23:45:00,shop_33,seller_9,prod_43,purchase,1,96.24,0,mobile,West
2024-03-03 07:33:00,shop_48,seller_4,prod_73,view,1,88.84,0,desktop,North
2024-01-30 12:24:00,shop_151,seller_3,prod_4,view,3,97.65,0,desktop,South
2024-03-17 17:14:00,shop_62,seller_8,prod_78,purchase,1,94.04,0,mobile,East
2024-03-10 22:24:00,shop_37,seller_1,prod_75,view,1,109.45,0,mobile,North
2024-03-11 15:11:00,shop_99,seller_5,prod_94,add_to_cart,1,94.95,1,tablet,South
2024-01-06 02:11:00,shop_172,seller_1,prod_91,purchase,2,102.73,0,desktop,North
2024-01-21 20:21:00,shop_104,seller_7,prod_93,view,1,106.22,0,tablet,East
2024-03-15 19:15:00,shop_35,seller_5,prod_52,view,1,99.85,0,mobile,East
2024-01-03 22:07:00,shop_193,seller_2,prod_32,purchase,3,141.48,0,tablet,North
2024-03-14 06:38:00,shop_101,seller_1,prod_94,view,2,89.08,0,desktop,South
2024-01-29 17:07:00,shop_175,seller_7,prod_90,view,1,90.15,0,desktop,East
2024-02-06 12:21:00,shop_131,seller_1,prod_94,view,1,78.78,1,tablet,North
2024-01-25 08:53:00,shop_1,seller_3,prod_51,view,2,103.44,0,tablet,North
2024-01-07 00:35:00,shop_5,seller_6,prod_10,purchase,2,116.71,0,mobile,South
2024-01-20 04:53:00,shop_142,seller_6,prod_12,view,1,101.97,0,tablet,North
2024-03-24 02:46:00,shop_103,seller_7,prod_97,view,1,145.22,0,mobile,West
2024-03-26 19:49:00,shop_27,seller_1,prod_98,add_to_cart,3,91.41,0,tablet,North
2024-02-21 15:01:00,shop_137,seller_7,prod_82,add_to_cart,1,73.67,0,tablet,South
2024-03-20 18:27:00,shop_15,seller_2,prod_39,purchase,1,94.76,1,mobile,East
2024-03-06 08:18:00,shop_90,seller_6,prod_80,view,2,68.62,0,tablet,South
2024-01-29 15:25:00,shop_42,seller_8,prod_68,purchase,1,109.49,0,mobile,West
2024-01-20 08:29:00,shop_124,seller_5,prod_10,view,3,71.97,1,desktop,East
2024-02-29 15:49:00,shop_179,seller_3,prod_92,add_to_cart,1,93.85,1,mobile,West
2024-02-15 10:35:00,shop_63,seller_8,prod_82,view,1,84.23,0,tablet,East
2024-02-06 00:16:00,shop_96,seller_8,prod_73,purchase,1,95.62,1,mobile,West
2024-03-21 12:37:00,shop_52,seller_4,prod_86,view,1,80.48,1,tablet,East
2024-03-24 05:51:00,shop_96,seller_8,prod_10,view,2,83.28,1,mobile,North
2024-02-28 12:19:00,shop_132,seller_5,prod_23,view,2,102.42,0,tablet,South
2024-02-11 18:22:00,shop_151,seller_5,prod_77,add_to_cart,2,111.72,0,mobile,West
2024-01-14 00:06:00,shop_143,seller_3,prod_88,add_to_cart,1,72.7,1,tablet,East
2024-01-25 02:38:00,shop_171,seller_7,prod_13,view,1,124.2,0,mobile,East
2024-01-13 17:01:00,shop_29,seller_9,prod_48,view,1,93.82,0,desktop,East
2024-01-23 10:45:00,shop_36,seller_9,prod_89,add_to_cart,1,98.24,0,mobile,South
2024-03-08 19:27:00,shop_13,seller_1,prod_44,view,2,103.77,0,mobile,East
2024-02-21 02:19:00,shop_160,seller_1,prod_93,view,1,90.98,0,mobile,South
2024-02-19 01:24:00,shop_71,seller_5,prod_80,add_to_cart,2,127.06,0,desktop,South
2024-01-24 21:58:00,shop_187,seller_1,prod_64,view,2,95.54,0,mobile,East
2024-03-08 23:52:00,shop_86,seller_4,prod_40,view,1,74.74,0,desktop,North
2024-02-23 05:02:00,shop_28,seller_1,prod_6,view,3,135.74,0,mobile,East
2024-02-08 23:55:00,shop_66,seller_2,prod_72,add_to_cart,2,138.91,0,desktop,North
2024-03-22 17:19:00,shop_170,seller_2,prod_98,view,1,83.68,0,tablet,West
2024-02-23 02:44:00,shop_45,seller_4,prod_82,view,1,114.7,0,desktop,West
2024-02-06 08:30:00,shop_62,seller_8,prod_43,view,1,139.46,1,desktop,East
2024-02-02 22:47:00,shop_185,seller_2,prod_32,view,1,105.33,0,tablet,South
2024-01-20 23:06:00,shop_134,seller_9,prod_49,view,1,107.33,1,desktop,West
2024-01-13 14:11:00,shop_28,seller_9,prod_74,view,3,122.79,0,mobile,South
2024-02-16 09:04:00,shop_28,seller_2,prod_98,view,1,126.55,0,mobile,East
2024-02-14 22:06:00,shop_108,seller_1,prod_87,view,1,113.65,0,mobile,East
2024-01-09 06:35:00,shop_44,seller_9,prod_19,view,1,72.85,0,desktop,West
2024-03-09 19:01:00,shop_84,seller_2,prod_84,view,1,77.25,0,tablet,South
2024-01-05 06:55:00,shop_30,seller_8,prod_52,purchase,3,94.77,1,mobile,West
2024-03-19 09:06:00,shop_190,seller_3,prod_52,view,2,127.89,0,tablet,East
2024-01-10 23:31:00,shop_75,seller_1,prod_34,add_to_cart,1,75.94,0,mobile,East
2024-01-14 21:53:00,shop_128,seller_1,prod_59,purchase,3,96.6,0,tablet,East
2024-02-27 02:40:00,shop_92,seller_2,prod_81,view,1,120.6,1,mobile,North
2024-01-15 13:29:00,shop_190,seller_7,prod_5,view,1,83.83,0,tablet,East
2024-03-13 02:19:00,shop_129,seller_6,prod_66,view,3,89.98,1,mobile,West
2024-03-02 22:32:00,shop_121,seller_2,prod_41,view,1,68.42,1,desktop,South
2024-02-08 10:13:00,shop_27,seller_4,prod_34,view,3,85.78,0,tablet,East
2024-02-24 06:52:00,shop_190,seller_2,prod_54,view,3,81.56,1,desktop,West
2024-01-06 18:46:00,shop_121,seller_1,prod_20,add_to_cart,1,97.56,0,tablet,East
2024-02-05 00:32:00,shop_116,seller_3,prod_54,add_to_cart,1,78.67,0,mobile,South
2024-02-04 17:39:00,shop_3,seller_4,prod_66,view,2,122.02,0,tablet,East
2024-02-24 05:44:00,shop_103,seller_5,prod_92,view,1,78.72,1,mobile,West
2024-02-12 14:28:00,shop_198,seller_5,prod_18,view,1,90.89,0,mobile,South
2024-02-18 03:52:00,shop_200,seller_7,prod_44,view,1,85.23,0,mobile,East
2024-01-23 21:13:00,shop_155,seller_8,prod_48,view,1,90.93,0,tablet,West
2024-03-29 09:21:00,shop_137,seller_9,prod_35,view,1,155.3,0,tablet,North
2024-02-20 08:32:00,shop_62,seller_7,prod_79,purchase,1,83.66,0,mobile,South
2024-03-19 08:24:00,shop_165,seller_5,prod_39,view,3,111.26,1,mobile,East
2024-03-26 18:46:00,shop_51,seller_9,prod_3,view,2,77.98,0,desktop,North
2024-01-02 01:04:00,shop_172,seller_8,prod_19,add_to_cart,2,123.97,1,desktop,South
2024-03-02 22:06:00,shop_152,seller_9,prod_87,view,1,103.69,1,desktop,South
2024-03-06 14:26:00,shop_59,seller_8,prod_83,view,1,105.56,0,desktop,East
2024-01-11 10:14:00,shop_118,seller_6,prod_18,view,2,111.63,1,mobile,North
2024-03-03 01:13:00,shop_160,seller_4,prod_94,view,1,126.3,0,mobile,North
2024-03-21 12:50:00,shop_96,seller_9,prod_83,add_to_cart,1,132.51,1,mobile,North
2024-02-18 21:01:00,shop_180,seller_9,prod_5,view,1,127.91,1,mobile,North
2024-03-09 08:19:00,shop_113,seller_9,prod_55,view,1,79.62,0,tablet,West
2024-01-25 06:53:00,shop_62,seller_3,prod_13,view,2,117.93,0,mobile,North
2024-03-10 23:01:00,shop_186,seller_3,prod_34,add_to_cart,1,97.36,0,mobile,North
2024-02-28 08:12:00,shop_52,seller_6,prod_88,view,2,126.77,0,tablet,North
2024-01-31 23:07:00,shop_12,seller_6,prod_18,add_to_cart,1,58.74,0,desktop,East
2024-01-11 03:41:00,shop_39,seller_6,prod_68,view,1,104.6,1,desktop,South
2024-01-27 17:09:00,shop_130,seller_5,prod_100,view,2,73.41,0,mobile,South
2024-02-09 13:45:00,shop_131,seller_5,prod_72,view,1,111.87,1,mobile,South
2024-01-15 09:30:00,shop_113,seller_2,prod_43,add_to_cart,1,88.02,1,desktop,West
2024-02-11 07:10:00,shop_101,seller_7,prod_65,view,1,78.42,1,tablet,East
2024-01-01 07:05:00,shop_113,seller_4,prod_41,view,1,62.16,0,mobile,North
2024-03-27 19:38:00,shop_184,seller_3,prod_38,view,2,86.12,0,desktop,North
2024-03-06 17:26:00,shop_81,seller_8,prod_100,view,1,104.7,0,mobile,West
2024-03-20 17:19:00,shop_187,seller_4,prod_38,view,3,108.95,0,mobile,North
2024-03-06 12:09:00,shop_113,seller_4,prod_13,view,2,96.17,1,tablet,South
2024-01-24 23:22:00,shop_2,seller_8,prod_22,view,2,92.34,1,mobile,South
2024-03-29 11:07:00,shop_130,seller_1,prod_29,view,1,110.32,0,tablet,East
2024-02-15 13:32:00,shop_54,seller_9,prod_9,add_to_cart,2,152.75,0,tablet,North
2024-03-10 08:31:00,shop_87,seller_7,prod_91,add_to_cart,2,108.13,1,mobile,North
2024-01-17 06:16:00,shop_129,seller_2,prod_68,view,1,79.72,0,tablet,North
2024-02-16 05:02:00,shop_147,seller_6,prod_17,view,1,73.6,0,mobile,South
2024-03-24 01:39:00,shop_126,seller_8,prod_37,view,2,95.07,0,tablet,West
2024-01-10 16:27:00,shop_130,seller_5,prod_64,view,1,113.91,0,desktop,West
2024-03-20 05:40:00,shop_53,seller_6,prod_67,add_to_cart,1,84.12,0,tablet,South
2024-02-26 21:59:00,shop_172,seller_8,prod_4,view,2,82.69,0,desktop,North
2024-01-28 03:57:00,shop_160,seller_6,prod_40,purchase,1,80.21,1,tablet,South
2024-03-17 14:39:00,shop_198,seller_9,prod_16,view,1,79.88,0,desktop,North
2024-02-28 03:48:00,shop_160,seller_9,prod_11,view,3,113.41,0,desktop,East
2024-02-16 05:00:00,shop_68,seller_9,prod_91,view,1,90.37,0,mobile,South
2024-02-25 10:18:00,shop_183,seller_6,prod_26,view,1,113.08,0,tablet,North
2024-01-19 02:31:00,shop_184,seller_9,prod_95,add_to_cart,1,91.61,0,mobile,South
2024-01-14 21:52:00,shop_123,seller_3,prod_98,add_to_cart,2,69.59,0,desktop,North
2024-02-04 00:49:00,shop_145,seller_5,prod_72,view,1,145.14,0,mobile,West
2024-03-10 09:43:00,shop_38,seller_2,prod_65,view,1,90.66,0,tablet,East
2024-01-15 16:54:00,shop_24,seller_8,prod_2,view,1,116.89,1,desktop,East
2024-02-19 02:17:00,shop_69,seller_4,prod_91,view,1,97.09,0,mobile,West
2024-03-27 18:57:00,shop_116,seller_6,prod_45,view,1,131.65,0,tablet,North
2024-03-11 20:56:00,shop_98,seller_6,prod_43,view,1,122.07,0,desktop,North
2024-03-24 23:05:00,shop_198,seller_5,prod_3,view,2,137.7,0,desktop,East
2024-02-18 06:34:00,shop_139,seller_1,prod_34,add_to_cart,1,102.67,1,desktop,West
2024-03-24 14:28:00,shop_144,seller_7,prod_80,view,1,86.81,0,tablet,North
2024-01-01 01:14:00,shop_97,seller_8,prod_65,view,1,89.17,1,desktop,West
2024-02-24 12:24:00,shop_124,seller_1,prod_64,view,1,116.76,1,tablet,South
2024-01-30 12:07:00,shop_187,seller_7,prod_7,add_to_cart,1,73.78,0,tablet,East
2024-02-14 11:22:00,shop_70,seller_4,prod_35,add_to_cart,1,91.35,0,tablet,West
2024-01-02 18:32:00,shop_93,seller_6,prod_22,add_to_cart,1,86.71,0,tablet,West
2024-01-11 04:22:00,shop_3,seller_9,prod_48,view,1,79.99,1,mobile,North
2024-03-25 13:38:00,shop_148,seller_5,prod_32,add_to_cart,2,97.58,0,mobile,East
2024-02-03 00:56:00,shop_187,seller_8,prod_26,view,3,132.79,0,tablet,South
2024-03-20 23:35:00,shop_164,seller_5,prod_6,view,2,108.17,1,desktop,South
2024-03-30 16:28:00,shop_147,seller_2,prod_46,purchase,1,103.59,0,mobile,East
2024-03-16 16:48:00,shop_90,seller_4,prod_55,purchase,1,84.53,0,mobile,East
2024-03-14 10:25:00,shop_195,seller_2,prod_75,view,1,128.09,0,tablet,East
2024-01-28 23:46:00,shop_147,seller_7,prod_95,view,1,63.97,0,mobile,East
2024-01-22 19:05:00,shop_148,seller_7,prod_55,view,1,101.74,1,desktop,West
2024-01-06 06:32:00,shop_96,seller_3,prod_85,add_to_cart,1,103.85,0,tablet,East
2024-01-22 22:11:00,shop_199,seller_7,prod_57,add_to_cart,1,89.92,1,tablet,West
2024-03-20 22:02:00,shop_52,seller_1,prod_86,view,1,118.03,0,tablet,East
2024-02-21 15:24:00,shop_161,seller_1,prod_63,add_to_cart,1,108.19,0,desktop,East
2024-03-27 04:38:00,shop_168,seller_9,prod_1,view,1,95.64,0,desktop,South
2024-01-08 04:02:00,shop_128,seller_6,prod_21,purchase,1,103.27,0,mobile,North
2024-01-08 19:06:00,shop_39,seller_5,prod_20,purchase,3,93.34,0,mobile,East
2024-03-07 14:52:00,shop_82,seller_6,prod_73,view,3,127.48,0,desktop,South
2024-02-14 05:39:00,shop_104,seller_6,prod_91,view,1,108.18,0,desktop,South
2024-03-15 06:37:00,shop_129,seller_1,prod_29,view,3,113.09,1,mobile,East
2024-01-07 07:11:00,shop_11,seller_5,prod_43,view,1,82.86,0,desktop,South
2024-03-30 00:26:00,shop_185,seller_9,prod_97,add_to_cart,1,97.18,0,desktop,South
2024-03-10 05:33:00,shop_178,seller_4,prod_45,view,1,77.95,0,desktop,North
2024-02-18 11:42:00,shop_151,seller_3,prod_65,view,1,116.71,0,desktop,West
2024-03-10 16:59:00,shop_159,seller_1,prod_3,purchase,1,81.23,0,tablet,West
2024-01-12 10:43:00,shop_42,seller_2,prod_96,view,1,110.68,1,desktop,North
2024-01-12 16:28:00,shop_99,seller_3,prod_20,view,1,114.15,1,mobile,East
2024-03-01 01:14:00,shop_7,seller_4,prod_81,view,1,96.55,1,desktop,North
2024-02-13 06:16:00,shop_144,seller_7,prod_37,add_to_cart,1,82.21,1,mobile,North
2024-03-27 04:25:00,shop_90,seller_6,prod_38,add_to_cart,1,94.65,1,desktop,North
2024-02-20 01:03:00,shop_112,seller_8,prod_74,view,1,85.03,0,tablet,South
2024-01-16 00:43:00,shop_60,seller_9,prod_45,add_to_cart,1,57.12,0,mobile,East
2024-01-25 03:01:00,shop_113,seller_6,prod_93,purchase,1,136.21,1,mobile,South
2024-02-18 00:43:00,shop_2,seller_7,prod_42,add_to_cart,1,92.81,1,mobile,South
2024-03-20 09:51:00,shop_129,seller_4,prod_46,view,1,97.84,0,tablet,West
2024-02-25 05:07:00,shop_48,seller_2,prod_60,view,3,78.88,0,mobile,East
2024-02-08 12:21:00,shop_140,seller_9,prod_96,view,2,92.72,0,desktop,East
2024-03-28 18:40:00,shop_197,seller_9,prod_13,add_to_cart,1,67.72,0,mobile,South
2024-01-20 06:40:00,shop_37,seller_4,prod_31,view,1,89.54,1,tablet,East
2024-03-25 13:14:00,shop_160,seller_3,prod_68,view,1,87.07,1,tablet,East
2024-02-19 02:06:00,shop_9,seller_6,prod_62,view,1,63.56,0,desktop,South
2024-03-09 17:54:00,shop_99,seller_3,prod_49,add_to_cart,1,109.69,0,tablet,North
2024-03-07 10:33:00,shop_147,seller_1,prod_18,view,1,107.58,1,desktop,East
2024-03-03 19:02:00,shop_48,seller_4,prod_75,add_to_cart,2,78.44,0,mobile,West
2024-01-19 07:25:00,shop_131,seller_1,prod_53,view,2,107.41,1,desktop,East
2024-03-05 21:27:00,shop_148,seller_2,prod_18,view,1,107.76,0,tablet,South
2024-01-29 08:57:00,shop_152,seller_3,prod_51,view,2,81.18,0,tablet,East
2024-02-06 07:36:00,shop_54,seller_8,prod_41,view,2,118.2,0,mobile,East
2024-03-02 03:19:00,shop_120,seller_4,prod_97,view,1,81.65,1,mobile,South
2024-02-29 03:40:00,shop_161,seller_4,prod_67,purchase,1,153.51,0,tablet,North
2024-02-03 23:44:00,shop_152,seller_9,prod_65,view,1,135.02,0,mobile,South
2024-02-09 21:02:00,shop_116,seller_7,prod_83,view,2,93.55,0,mobile,South
2024-03-22 21:14:00,shop_75,seller_2,prod_6,view,1,109.24,0,tablet,East
2024-02-17 02:39:00,shop_113,seller_3,prod_74,view,1,100.13,0,mobile,West
2024-02-11 02:17:00,shop_200,seller_4,prod_37,view,2,96.61,0,mobile,East
2024-01-12 00:20:00,shop_164,seller_4,prod_12,add_to_cart,1,88.52,0,tablet,East
2024-01-23 13:33:00,shop_166,seller_8,prod_81,view,2,98.06,0,desktop,South
2024-01-21 10:51:00,shop_104,seller_6,prod_91,view,1,100.03,0,tablet,West
2024-01-06 19:52:00,shop_84,seller_3,prod_2,view,3,87.35,0,desktop,South
